name	bins	geneID	gname	tid	strand	gene_biotype
bins1510951_ENSG00000131400	bins1510951	ENSG00000131400	NAPSA	ENST00000253719	-	protein_coding
bins1511101_ENSG00000062822	bins1511101	ENSG00000062822	POLD1	ENST00000600859	+	protein_coding
bins1511251_ENSG00000142539	bins1511251	ENSG00000142539	CTD-2545M3.6	ENST00000599632	+	protein_coding
bins1511401_ENSG00000269404	bins1511401	ENSG00000269404	SPIB	ENST00000595883	+	protein_coding
bins1511551_ENSG00000086967	bins1511551	ENSG00000086967	MYBPC2	ENST00000357701	+	protein_coding
bins1511701_ENSG00000161671	bins1511701	ENSG00000161671	EMC10	ENST00000334976	+	protein_coding
bins1511851_ENSG00000142530	bins1511851	ENSG00000142530	FAM71E1	ENST00000600100	-	protein_coding
bins1512001_ENSG00000161677	bins1512001	ENSG00000161677	JOSD2	ENST00000598418	-	protein_coding
bins1512151_ENSG00000204653	bins1512151	ENSG00000204653	ASPDH	ENST00000376916	-	protein_coding
bins1512301_ENSG00000131409	bins1512301	ENSG00000131409	LRRC4B	ENST00000389201	-	protein_coding
bins1512451_ENSG00000235034	bins1512451	ENSG00000235034	C19orf81	ENST00000425202	+	protein_coding
bins1512601_ENSG00000213023	bins1512601	ENSG00000213023	SYT3	ENST00000544769	-	protein_coding
bins1512751_ENSG00000161681	bins1512751	ENSG00000161681	SHANK1	ENST00000391814	-	protein_coding
bins1512901_ENSG00000105472	bins1512901	ENSG00000105472	CLEC11A	ENST00000250340	+	protein_coding
bins1513051_ENSG00000142511	bins1513051	ENSG00000142511	GPR32	ENST00000270590	+	protein_coding
bins1513201_ENSG00000142513	bins1513201	ENSG00000142513	ACPT	ENST00000270593	+	protein_coding
bins1513351_ENSG00000167747	bins1513351	ENSG00000167747	C19orf48	ENST00000345523	-	protein_coding
bins1513501_ENSG00000167748	bins1513501	ENSG00000167748	KLK1	ENST00000593325	-	protein_coding
bins1513651_ENSG00000174562	bins1513651	ENSG00000174562	KLK15	ENST00000326856	-	protein_coding
bins1513801_ENSG00000142515	bins1513801	ENSG00000142515	KLK3	ENST00000422986	+	protein_coding
bins1513951_ENSG00000167751	bins1513951	ENSG00000167751	KLK2	ENST00000593493	+	protein_coding
bins1514101_ENSG00000167749	bins1514101	ENSG00000167749	KLK4	ENST00000324041	-	protein_coding
bins1514251_ENSG00000167754	bins1514251	ENSG00000167754	KLK5	ENST00000593428	-	protein_coding
bins1514401_ENSG00000167755	bins1514401	ENSG00000167755	KLK6	ENST00000310157	-	protein_coding
bins1514551_ENSG00000169035	bins1514551	ENSG00000169035	KLK7	ENST00000304045	-	protein_coding
bins1514701_ENSG00000129455	bins1514701	ENSG00000129455	KLK8	ENST00000600767	-	protein_coding
bins1514851_ENSG00000269741	bins1514851	ENSG00000269741	KLK9	ENST00000250366	-	protein_coding
bins1515001_ENSG00000129451	bins1515001	ENSG00000129451	KLK10	ENST00000391805	-	protein_coding
bins1515151_ENSG00000167757	bins1515151	ENSG00000167757	KLK11	ENST00000319720	-	protein_coding
bins1515301_ENSG00000186474	bins1515301	ENSG00000186474	KLK12	ENST00000526824	-	protein_coding
bins1515451_ENSG00000167759	bins1515451	ENSG00000167759	KLK13	ENST00000156476	-	protein_coding
bins1515601_ENSG00000129437	bins1515601	ENSG00000129437	KLK14	ENST00000156499	-	protein_coding
bins1515751_ENSG00000142544	bins1515751	ENSG00000142544	CTU1	ENST00000421832	-	protein_coding
bins1515901_ENSG00000129450	bins1515901	ENSG00000129450	SIGLEC9	ENST00000440804	+	protein_coding
bins1516051_ENSG00000168995	bins1516051	ENSG00000168995	SIGLEC7	ENST00000317643	+	protein_coding
bins1516201_ENSG00000105383	bins1516201	ENSG00000105383	CD33	ENST00000598473	+	protein_coding
bins1516351_ENSG00000179213	bins1516351	ENSG00000179213	SIGLECL1	ENST00000597610	+	protein_coding
bins1516501_ENSG00000142549	bins1516501	ENSG00000142549	IGLON5	ENST00000270642	+	protein_coding
bins1516651_ENSG00000186806	bins1516651	ENSG00000186806	VSIG10L	ENST00000335624	-	protein_coding
bins1516801_ENSG00000105379	bins1516801	ENSG00000105379	ETFB	ENST00000309244	-	protein_coding
bins1516951_ENSG00000269403	bins1516951	ENSG00000269403	CTD-2616J11.11	ENST00000600067	-	protein_coding
bins1517101_ENSG00000160318	bins1517101	ENSG00000160318	CLDND2	ENST00000291715	-	protein_coding
bins1517251_ENSG00000105374	bins1517251	ENSG00000105374	NKG7	ENST00000221978	-	protein_coding
bins1517401_ENSG00000105370	bins1517401	ENSG00000105370	LIM2	ENST00000596399	-	protein_coding
bins1517551_ENSG00000262874	bins1517551	ENSG00000262874	C19orf84	ENST00000574814	-	protein_coding
bins1517701_ENSG00000142512	bins1517701	ENSG00000142512	SIGLEC10	ENST00000353836	-	protein_coding
bins1517851_ENSG00000105366	bins1517851	ENSG00000105366	SIGLEC8	ENST00000430817	-	protein_coding
bins1518001_ENSG00000213822	bins1518001	ENSG00000213822	CEACAM18	ENST00000396477	+	protein_coding
bins1518151_ENSG00000254521	bins1518151	ENSG00000254521	SIGLEC12	ENST00000291707	-	protein_coding
bins1518301_ENSG00000105492	bins1518301	ENSG00000105492	SIGLEC6	ENST00000346477	-	protein_coding
bins1518451_ENSG00000105497	bins1518451	ENSG00000105497	ZNF175	ENST00000262259	+	protein_coding
bins1518601_ENSG00000254415	bins1518601	ENSG00000254415	SIGLEC14	ENST00000360844	-	protein_coding
bins1518751_ENSG00000268500	bins1518751	ENSG00000268500	SIGLEC5	ENST00000429354	-	protein_coding
bins1518901_ENSG00000105509	bins1518901	ENSG00000105509	HAS1	ENST00000540069	-	protein_coding
bins1519051_ENSG00000171049	bins1519051	ENSG00000171049	FPR2	ENST00000600258	+	protein_coding
bins1519201_ENSG00000187474	bins1519201	ENSG00000187474	FPR3	ENST00000339223	+	protein_coding
bins1519351_ENSG00000171051	bins1519351	ENSG00000171051	FPR1	ENST00000594900	-	protein_coding
bins1519501_ENSG00000176024	bins1519501	ENSG00000176024	ZNF613	ENST00000613007	+	protein_coding
bins1519651_ENSG00000161551	bins1519651	ENSG00000161551	ZNF577	ENST00000485702	-	protein_coding
bins1519801_ENSG00000198093	bins1519801	ENSG00000198093	ZNF649	ENST00000354957	-	protein_coding
bins1519951_ENSG00000256683	bins1519951	ENSG00000256683	ZNF350	ENST00000243644	-	protein_coding
bins1520101_ENSG00000197619	bins1520101	ENSG00000197619	ZNF615	ENST00000376716	-	protein_coding
bins1520251_ENSG00000142556	bins1520251	ENSG00000142556	ZNF614	ENST00000356322	-	protein_coding
bins1520401_ENSG00000256087	bins1520401	ENSG00000256087	ZNF432	ENST00000598446	-	protein_coding
bins1520551_ENSG00000197608	bins1520551	ENSG00000197608	ZNF841	ENST00000426391	-	protein_coding
bins1520701_ENSG00000204611	bins1520701	ENSG00000204611	ZNF616	ENST00000600228	-	protein_coding
bins1520851_ENSG00000196267	bins1520851	ENSG00000196267	ZNF836	ENST00000597252	-	protein_coding
bins1521001_ENSG00000105568	bins1521001	ENSG00000105568	PPP2R1A	ENST00000322088	+	protein_coding
bins1521151_ENSG00000196214	bins1521151	ENSG00000196214	ZNF766	ENST00000439461	+	protein_coding
bins1521301_ENSG00000198464	bins1521301	ENSG00000198464	ZNF480	ENST00000595962	+	protein_coding
bins1521451_ENSG00000167554	bins1521451	ENSG00000167554	ZNF610	ENST00000601151	+	protein_coding
bins1521601_ENSG00000221923	bins1521601	ENSG00000221923	ZNF880	ENST00000422689	+	protein_coding
bins1521751_ENSG00000167555	bins1521751	ENSG00000167555	ZNF528	ENST00000391788	+	protein_coding
bins1521901_ENSG00000198633	bins1521901	ENSG00000198633	ZNF534	ENST00000301085	+	protein_coding
bins1522051_ENSG00000258405	bins1522051	ENSG00000258405	ZNF578	ENST00000421239	+	protein_coding
bins1522201_ENSG00000198482	bins1522201	ENSG00000198482	ZNF808	ENST00000487863	+	protein_coding
bins1522351_ENSG00000167562	bins1522351	ENSG00000167562	ZNF701	ENST00000478039	+	protein_coding
bins1522501_ENSG00000167766	bins1522501	ENSG00000167766	ZNF83	ENST00000601257	-	protein_coding
bins1522651_ENSG00000213020	bins1522651	ENSG00000213020	ZNF611	ENST00000543227	-	protein_coding
bins1522801_ENSG00000189190	bins1522801	ENSG00000189190	ZNF600	ENST00000360272	-	protein_coding
bins1522951_ENSG00000198538	bins1522951	ENSG00000198538	ZNF28	ENST00000596559	-	protein_coding
bins1523101_ENSG00000204604	bins1523101	ENSG00000204604	ZNF468	ENST00000595646	-	protein_coding
bins1523251_ENSG00000182986	bins1523251	ENSG00000182986	ZNF320	ENST00000597909	-	protein_coding
bins1523401_ENSG00000221874	bins1523401	ENSG00000221874	ZNF321P	ENST00000391777	-	protein_coding
bins1523551_ENSG00000180257	bins1523551	ENSG00000180257	ZNF816	ENST00000611516	-	protein_coding
bins1523701_ENSG00000269526	bins1523701	ENSG00000269526	ERVV-1	ENST00000602168	+	protein_coding
bins1523851_ENSG00000268964	bins1523851	ENSG00000268964	ERVV-2	ENST00000601417	+	protein_coding
bins1524001_ENSG00000170949	bins1524001	ENSG00000170949	ZNF160	ENST00000418871	-	protein_coding
bins1524151_ENSG00000170954	bins1524151	ENSG00000170954	ZNF415	ENST00000421033	-	protein_coding
bins1524301_ENSG00000197937	bins1524301	ENSG00000197937	ZNF347	ENST00000601804	-	protein_coding
bins1524451_ENSG00000197497	bins1524451	ENSG00000197497	ZNF665	ENST00000600412	-	protein_coding
bins1524601_ENSG00000197928	bins1524601	ENSG00000197928	ZNF677	ENST00000598513	-	protein_coding
bins1524751_ENSG00000196131	bins1524751	ENSG00000196131	VN1R2	ENST00000598458	+	protein_coding
bins1524901_ENSG00000228567	bins1524901	ENSG00000228567	VN1R4	ENST00000311170	-	protein_coding
bins1525051_ENSG00000163098	bins1525051	ENSG00000163098	BIRC8	ENST00000426466	-	protein_coding
bins1525201_ENSG00000213799	bins1525201	ENSG00000213799	ZNF845	ENST00000458035	+	protein_coding
bins1525351_ENSG00000203326	bins1525351	ENSG00000203326	ZNF525	ENST00000593918	+	protein_coding
bins1525501_ENSG00000196417	bins1525501	ENSG00000196417	ZNF765	ENST00000594030	+	protein_coding
bins1525651_ENSG00000160336	bins1525651	ENSG00000160336	ZNF761	ENST00000610928	+	protein_coding
bins1525801_ENSG00000198346	bins1525801	ENSG00000198346	ZNF813	ENST00000396403	+	protein_coding
bins1525951_ENSG00000130844	bins1525951	ENSG00000130844	ZNF331	ENST00000253144	+	protein_coding
bins1526101_ENSG00000268864	bins1526101	ENSG00000268864	CTB-167G5.5	ENST00000600193	-	transcribed_unprocessed_pseudogene
bins1526251_ENSG00000204595	bins1526251	ENSG00000204595	DPRX	ENST00000376650	+	protein_coding
bins1526401_ENSG00000142405	bins1526401	ENSG00000142405	NLRP12	ENST00000324134	-	protein_coding
bins1526551_ENSG00000179820	bins1526551	ENSG00000179820	MYADM	ENST00000336967	+	protein_coding
bins1526701_ENSG00000126583	bins1526701	ENSG00000126583	PRKCG	ENST00000263431	+	protein_coding
bins1526851_ENSG00000105605	bins1526851	ENSG00000105605	CACNG7	ENST00000391767	+	protein_coding
bins1527001_ENSG00000142408	bins1527001	ENSG00000142408	CACNG8	ENST00000270458	+	protein_coding
bins1527151_ENSG00000130433	bins1527151	ENSG00000130433	CACNG6	ENST00000252729	+	protein_coding
bins1527301_ENSG00000189068	bins1527301	ENSG00000189068	VSTM1	ENST00000338372	-	protein_coding
bins1527451_ENSG00000248385	bins1527451	ENSG00000248385	TARM1	ENST00000432826	-	protein_coding
bins1527601_ENSG00000170909	bins1527601	ENSG00000170909	OSCAR	ENST00000284648	-	protein_coding
bins1527751_ENSG00000170906	bins1527751	ENSG00000170906	NDUFA3	ENST00000419113	+	protein_coding
bins1527901_ENSG00000105618	bins1527901	ENSG00000105618	PRPF31	ENST00000419967	+	protein_coding
bins1528051_ENSG00000105619	bins1528051	ENSG00000105619	TFPT	ENST00000391759	-	protein_coding
bins1528201_ENSG00000088038	bins1528201	ENSG00000088038	CNOT3	ENST00000221232	+	protein_coding
bins1528351_ENSG00000105617	bins1528351	ENSG00000105617	LENG1	ENST00000222224	-	protein_coding
bins1528501_ENSG00000167608	bins1528501	ENSG00000167608	TMC4	ENST00000617472	-	protein_coding
bins1528651_ENSG00000125505	bins1528651	ENSG00000125505	MBOAT7	ENST00000431666	-	protein_coding
bins1528801_ENSG00000170892	bins1528801	ENSG00000170892	TSEN34	ENST00000302937	+	protein_coding
bins1528951_ENSG00000170889	bins1528951	ENSG00000170889	RPS9	ENST00000448962	+	protein_coding
bins1529101_ENSG00000204577	bins1529101	ENSG00000204577	LILRB3	ENST00000391750	-	protein_coding
bins1529251_ENSG00000244482	bins1529251	ENSG00000244482	LILRA6	ENST00000419410	-	protein_coding
bins1529401_ENSG00000105609	bins1529401	ENSG00000105609	LILRB5	ENST00000316219	-	protein_coding
bins1529551_ENSG00000131042	bins1529551	ENSG00000131042	LILRB2	ENST00000612280	-	protein_coding
bins1529701_ENSG00000187116	bins1529701	ENSG00000187116	LILRA5	ENST00000432233	-	protein_coding
bins1529851_ENSG00000239961	bins1529851	ENSG00000239961	LILRA4	ENST00000291759	-	protein_coding
bins1530001_ENSG00000167613	bins1530001	ENSG00000167613	LAIR1	ENST00000391743	-	protein_coding
bins1530151_ENSG00000167614	bins1530151	ENSG00000167614	TTYH1	ENST00000301194	+	protein_coding
bins1530301_ENSG00000167615	bins1530301	ENSG00000167615	LENG8	ENST00000326764	+	protein_coding
bins1530451_ENSG00000275183	bins1530451	ENSG00000275183	LENG9	ENST00000611161	-	protein_coding
bins1530601_ENSG00000167617	bins1530601	ENSG00000167617	CDC42EP5	ENST00000301200	-	protein_coding
bins1530751_ENSG00000167618	bins1530751	ENSG00000167618	LAIR2	ENST00000412608	+	protein_coding
bins1530901_ENSG00000104970	bins1530901	ENSG00000104970	KIR3DX1	ENST00000610811	+	protein_coding
bins1531051_ENSG00000239998	bins1531051	ENSG00000239998	LILRA2	ENST00000251377	+	protein_coding
bins1531201_ENSG00000104974	bins1531201	ENSG00000104974	LILRA1	ENST00000618665	+	protein_coding
bins1531351_ENSG00000104972	bins1531351	ENSG00000104972	LILRB1	ENST00000418536	+	protein_coding
bins1531501_ENSG00000186818	bins1531501	ENSG00000186818	LILRB4	ENST00000270452	+	protein_coding
bins1531651_ENSG00000243772	bins1531651	ENSG00000243772	KIR2DL3	ENST00000434419	+	protein_coding
bins1531801_ENSG00000242019	bins1531801	ENSG00000242019	KIR3DL3	ENST00000291860	+	protein_coding
bins1531951_ENSG00000167633	bins1531951	ENSG00000167633	KIR3DL1	ENST00000541392	+	protein_coding
bins1532101_ENSG00000125498	bins1532101	ENSG00000125498	KIR2DL1	ENST00000336077	+	protein_coding
bins1532251_ENSG00000189013	bins1532251	ENSG00000189013	KIR2DL4	ENST00000396284	+	protein_coding
bins1532401_ENSG00000240403	bins1532401	ENSG00000240403	KIR3DL2	ENST00000326321	+	protein_coding
bins1532551_ENSG00000186431	bins1532551	ENSG00000186431	FCAR	ENST00000355524	+	protein_coding
bins1532701_ENSG00000189430	bins1532701	ENSG00000189430	NCR1	ENST00000594765	+	protein_coding
bins1532851_ENSG00000022556	bins1532851	ENSG00000022556	NLRP2	ENST00000543010	+	protein_coding
bins1533001_ENSG00000167634	bins1533001	ENSG00000167634	NLRP7	ENST00000588756	-	protein_coding
bins1533151_ENSG00000088053	bins1533151	ENSG00000088053	GP6	ENST00000310373	-	protein_coding
bins1533301_ENSG00000160439	bins1533301	ENSG00000160439	RDH13	ENST00000396247	-	protein_coding
bins1533451_ENSG00000131037	bins1533451	ENSG00000131037	EPS8L1	ENST00000586329	+	protein_coding
bins1533601_ENSG00000125503	bins1533601	ENSG00000125503	PPP1R12C	ENST00000263433	-	protein_coding
bins1533751_ENSG00000105048	bins1533751	ENSG00000105048	TNNT1	ENST00000588981	-	protein_coding
bins1533901_ENSG00000129991	bins1533901	ENSG00000129991	TNNI3	ENST00000344887	-	protein_coding
bins1534051_ENSG00000267110	bins1534051	ENSG00000267110	CTD-2587H24.4	ENST00000587871	-	protein_coding
bins1534201_ENSG00000167646	bins1534201	ENSG00000167646	DNAAF3	ENST00000455045	-	protein_coding
bins1534351_ENSG00000129990	bins1534351	ENSG00000129990	SYT5	ENST00000354308	-	protein_coding
bins1534501_ENSG00000080031	bins1534501	ENSG00000080031	PTPRH	ENST00000263434	-	protein_coding
bins1534651_ENSG00000180089	bins1534651	ENSG00000180089	TMEM86B	ENST00000327042	-	protein_coding
bins1534801_ENSG00000105063	bins1534801	ENSG00000105063	PPP6R1	ENST00000412770	-	protein_coding
bins1534951_ENSG00000133265	bins1534951	ENSG00000133265	HSPBP1	ENST00000255631	-	protein_coding
bins1535101_ENSG00000160469	bins1535101	ENSG00000160469	BRSK1	ENST00000590333	+	protein_coding
bins1535251_ENSG00000180061	bins1535251	ENSG00000180061	TMEM150B	ENST00000592891	-	protein_coding
bins1535401_ENSG00000133247	bins1535401	ENSG00000133247	SUV420H2	ENST00000255613	+	protein_coding
bins1535551_ENSG00000160471	bins1535551	ENSG00000160471	COX6B2	ENST00000588572	-	protein_coding
bins1535701_ENSG00000267706	bins1535701	ENSG00000267706	CTD-2105E13.6	ENST00000591954	-	protein_coding
bins1535851_ENSG00000180043	bins1535851	ENSG00000180043	FAM71E2	ENST00000424985	-	protein_coding
bins1536001_ENSG00000095752	bins1536001	ENSG00000095752	IL11	ENST00000264563	-	protein_coding
bins1536151_ENSG00000160472	bins1536151	ENSG00000160472	TMEM190	ENST00000291934	+	protein_coding
bins1536301_ENSG00000233493	bins1536301	ENSG00000233493	TMEM238	ENST00000444469	-	protein_coding
bins1536451_ENSG00000108107	bins1536451	ENSG00000108107	RPL28	ENST00000560055	+	protein_coding
bins1536601_ENSG00000108106	bins1536601	ENSG00000108106	UBE2S	ENST00000264552	-	protein_coding
bins1536751_ENSG00000187902	bins1536751	ENSG00000187902	SHISA7	ENST00000376325	-	protein_coding
bins1536901_ENSG00000063241	bins1536901	ENSG00000063241	ISOC2	ENST00000438389	-	protein_coding
bins1537051_ENSG00000197483	bins1537051	ENSG00000197483	ZNF628	ENST00000598519	+	protein_coding
bins1537201_ENSG00000090971	bins1537201	ENSG00000090971	NAT14	ENST00000205194	+	protein_coding
bins1537351_ENSG00000179954	bins1537351	ENSG00000179954	SSC5D	ENST00000389623	+	protein_coding
bins1537501_ENSG00000187550	bins1537501	ENSG00000187550	SBK2	ENST00000413299	-	protein_coding
bins1537651_ENSG00000231274	bins1537651	ENSG00000231274	SBK3	ENST00000612221	-	protein_coding
bins1537801_ENSG00000218891	bins1537801	ENSG00000218891	ZNF579	ENST00000325421	-	protein_coding
bins1537951_ENSG00000171443	bins1537951	ENSG00000171443	ZNF524	ENST00000301073	+	protein_coding
bins1538101_ENSG00000179943	bins1538101	ENSG00000179943	FIZ1	ENST00000590714	-	protein_coding
bins1538251_ENSG00000261221	bins1538251	ENSG00000261221	ZNF865	ENST00000568956	+	protein_coding
bins1538401_ENSG00000179922	bins1538401	ENSG00000179922	ZNF784	ENST00000325351	-	protein_coding
bins1538551_ENSG00000213015	bins1538551	ENSG00000213015	ZNF580	ENST00000592881	+	protein_coding
bins1538701_ENSG00000171425	bins1538701	ENSG00000171425	ZNF581	ENST00000587252	+	protein_coding
bins1538851_ENSG00000173581	bins1538851	ENSG00000173581	CCDC106	ENST00000592996	+	protein_coding
bins1539001_ENSG00000063244	bins1539001	ENSG00000063244	U2AF2	ENST00000450554	+	protein_coding
bins1539151_ENSG00000063245	bins1539151	ENSG00000063245	EPN1	ENST00000270460	+	protein_coding
bins1539301_ENSG00000185792	bins1539301	ENSG00000185792	NLRP9	ENST00000332836	-	protein_coding
bins1539451_ENSG00000223638	bins1539451	ENSG00000223638	RFPL4A	ENST00000434937	+	protein_coding
bins1539601_ENSG00000229292	bins1539601	ENSG00000229292	RFPL4AL1	ENST00000341750	+	protein_coding
bins1539751_ENSG00000160505	bins1539751	ENSG00000160505	NLRP4	ENST00000301295	+	protein_coding
bins1539901_ENSG00000179873	bins1539901	ENSG00000179873	NLRP11	ENST00000590409	-	protein_coding
bins1540051_ENSG00000173572	bins1540051	ENSG00000173572	NLRP13	ENST00000588751	-	protein_coding
bins1540201_ENSG00000179709	bins1540201	ENSG00000179709	NLRP8	ENST00000291971	+	protein_coding
bins1540351_ENSG00000171487	bins1540351	ENSG00000171487	NLRP5	ENST00000390649	+	protein_coding
bins1540501_ENSG00000142409	bins1540501	ENSG00000142409	ZNF787	ENST00000610935	-	protein_coding
